Product_logo,Product_name,Product_title,Product_subtitle,rating_stars,number_of_ratings,price
https://ga0.imgix.net/logo/o/105817-1479917406-0061963?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,LatitudeLearning,Customizable award-winning Learning Platform,"LatitudeLearning.com is a SaaS learning management system (LMS) designed for Original Equipment Manufacturers of over 1,000 users to help train the people that make, sell, use and service the products of their distribution and supplier network. ",4.13,153,$1
https://ga1.imgix.net/logo/o/102479-1611084372-0610898?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Thinkific,"Create, market and sell online courses with Thinkific","Thinkific is an online course platform that allows users to create, market, & sell courses on their own branded websites using drag & drop themes or custom coding. ",4.51,97,$49
https://ga1.imgix.net/logo/o/2037927-1609220977-5454834?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Xamplay,Learning assessment platform for Indian coaching institutes,"Xamplay is a cloud-based learning assessment platform designed to help educational institutions in India prepare candidates for exams, gain insights about areas of improvement, and track their progress visually. ",5.0,2,
https://ga0.imgix.net/logo/o/1984951-1601365932-4331863?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,IPIX LMS,Learning management system for businesses in India & USA,"IPIX LMS is a cloud-based learning management system (LMS) designed to help businesses create eLearning content and training programs. It enables trainers to monitor employees’ development, generate progress reports, and interact with learners using instant messaging (IM) functionality.",4.5,2,
https://ga0.imgix.net/logo/o/160167-1594190153-9516745?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Adracare,Virtual practice management & telemedicine tool for clinics,"Adracare is a virtual practice management software designed to help healthcare professionals connect with patients through video conferences, share documents and medical reports, and generate electronic prescriptions. ",4.62,13,
https://ga0.imgix.net/logo/o/119179-1562233670-8803167?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Violet LMS,VioletLMS - Cloud based Learning Management System!,The only LMS Tool you will ever need. Enhance the Digital Learning experience with VioletLMS. Easy to deploy and adapt the cloud LMS is scalable and configurable to meet your immediate needs. Modular design making it “Plug -n- Play” ready powered with AI & ML to meet your growing training needs.,4.2,5,$0.50
https://ga1.imgix.net/logo/o/130239-1580717781-838273?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Cliniko,Medical practice management for healthcare practices,"Cliniko is a medical practice management system that allows healthcare practices of any size to manage patients & practitioners across multiple locations. Features include multi-platform online booking, scheduling, billing & invoicing, patient histories, real time alerts, and statistical reporting.",4.82,11,$45
https://ga0.imgix.net/logo/o/133507-1589523114-8248496?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Teledentix,Telemedicine & videoconferencing software for dentists,"Teledentix is a cloud-based telemedicine software, which helps dental organizations communicate and provide consultation to remote patients through videoconferencing. Practitioners can view and diagnose conditions using the device’s camera and demonstrate dental care procedures to patients.",5.0,7,$150
https://ga0.imgix.net/logo/o/2009903-1600249217-8565278?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Nimbo,Patient management software for healthcare organizations,"Nimbo is a cloud-based patient management software designed to help healthcare organizations manage patient acquisition, maintain medical records, and handle billing operations. Features include analytics, query notes creation, virtual waiting room, payment processing, and product catalog.",4.73,22,$7.99
https://ga1.imgix.net/logo/o/115547-1551255206-5837276?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Azalea Health,"Fully integrated EHR, RCM & Telehealth suite for healthcare","Azalea Health is a cloud-based suite with modules to help manage electronic health records (EHR), track revenue cycles, manage multiple practices & facilitate telehealth for hospital & ambulatory care settings. It is suitable for rural & community health care, including multiple specialty hospitals.",4.19,45,
https://ga1.imgix.net/logo/o/9478-4147873705.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,CareCloud,The EHR + PM Choice for High-Grown Medical Groups,"CareCloud’s award-winning financial, clinical, patient experience and revenue cycle solutions run at the speed of your practice to drive your performance and delight your patients. ",3.68,95,
https://ga0.imgix.net/logo/o/133439-1589297165-0903716?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,iClinic,Medical practice management solution with EMR,"iClinic is a medical practice management solution that is available in Portuguese and offered in Brazil. The platform is designed to help businesses with teleconsultation, online marketing, calendar management, and electronic medical records. ",4.9,21,$79
https://ga0.imgix.net/logo/o/121475-1573584482-1024134?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,TriMed Complete,"EHR, PM, Portal, Mobile, Check In Module, & Telehealth","TriMed Complete offers a complete software suite including EHR, Practice Management, Patient Portal, Mobile, Check In Module, Document Manager, and Telehealth. ",4.96,24,
https://ga1.imgix.net/logo/o/131375-1584458716-693647?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Updox,Cloud-based HIPAA compliant telemedicine solution,"Updox is a cloud-based HIPAA compliant telemedicine solution that enables healthcare providers, pharmacists, and long-term care facilities to streamline operations related to patient engagement, communications, team collaboration, document management, and more.",4.5,86,
https://ga0.imgix.net/logo/o/133367-1589269664-561471?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Healee,Telehealth platform for hospitals and pharma companies,"Healee is a telehealth software designed to help healthcare providers conduct online consultations and facilitate communication with patients via messaging, chats, or video calls. Doctors can create prepaid care packages by defining parameters, such as price, duration, and number of consultations.",4.83,46,$38
https://ga0.imgix.net/logo/o/115559-1573853548-2793515?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Luma Health,The only Total Patient Engagement platform.,"Luma Health is your Total Patient Engagement Platform. Our smart, simple, and intuitive technology streamlines the entire patient journey, transforming your current process with better workflows and communication. From intelligent scheduling, referral management, patient feedback, intake and more.",4.7,40,
https://ga0.imgix.net/logo/o/115783-1552050026-6903152?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,thera-LINK,Telehealth solution for behavioral & mental health,"Thera-LINK is a cloud-based telehealth solution designed for private, medium and small scale behavioral & mental health practitioners with HIPAA compliant file sharing, secure messaging, client/session notes, scheduling, video, electronic payments, and an online directory listing for clients",4.71,31,$30
https://ga1.imgix.net/logo/o/130823-1582618160-3165941?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,RXNT,"Cloud-based Practice Management, EHR, and eRx Software","RXNT is an integrated Clinical & Practice Management platform for healthcare professionals which helps you manage patient records and medical billing, e-prescribe medications, and schedule doctors, patients, and resources. Elevate your practice with our cloud-based EHR, eRx, and PM software.",4.42,150,$65
https://ga0.imgix.net/logo/o/116447-1554910729-0669448?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Modernizing Medicine,"Specialty-specific Healthcare IT Suite - EHR, PM, Analytics","Modernizing Medicine is a cloud-based, specialty-specific electronic health records (EHR) system & IT suite which supports practice management, analytics, revenue cycle management, MIPS reporting, image management, a patient kiosk, a patient portal, patient reminders & patient surveys.",4.35,140,
https://ga0.imgix.net/logo/o/110429-1508424315-6436374?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Mend,The Leading AI & Patient Engagement Platform,"Single Digit No-Show Rates: Telehealth, Appointment Reminders, Patient Self-Scheduling, & Digital Forms. #1 Customer Rated Support & Custom Workflows. ",4.15,275,$99
https://ga0.imgix.net/logo/o/126507-1590074884-988828?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,InSync Healthcare Solutions,Cloud-based EMR and practice management software,"InSync’s Telemedicine feature offers group therapy sessions, access anywhere on any device, ability to host multiple providers in one video-call, email notifications, one click links for instant calls, and all of this accessible directly in InSync’s Patient Portal.",4.56,163,
https://ga0.imgix.net/logo/o/102859-1456909865-5446653?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Kareo,Cloud based solution for medical practice management,Kareo helps medical providers in optimizing clinical processes by handling administrative tasks so that doctors can focus on patient care. ,4.04,549,$110
https://ga0.imgix.net/logo/o/91031-1483720932-905608?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,WebPT,The top-rated rehab therapy practice software,WebPT supports telemedicine with live video; an interactive home exercise program; documentation & billing; and email tool. ,4.37,413,$59
https://ga0.imgix.net/logo/o/102879-1587519153-060322?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,SimplePractice,Practice Management Made Simple,"Practice Management Software with HIPAA-compliant EHR, mobile Telehealth, autopay and more for therapists, psychologists, social workers, counselors, speech-language pathologists, dietitians, nutritionists, acupuncturists, physical therapists, chiropractors, and other health & wellness professionals",4.64,2425,$39
https://ga1.imgix.net/logo/o/235059-1596691971-889804?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,eHealthFlex,Electronic medical records and hospital management software,"eHealthFlex is a hospital management software which helps healthcare organizations manage patients, billing, appointment scheduling, consultation, and more. The hospital information management system lets users handle attendance, in-patient and out-patients, lab information, pharmacy, and inventory.",5.0,1,$500
https://ga1.imgix.net/logo/o/102863-1456916374-379403?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,TherapyNotes,Online mental health EMR and practice management software.,"Web-based practice management & electronic health records (EHR) software for behavioral health with thousands of active users, and unlimited customer support. ",4.67,586,$25
https://ga1.imgix.net/logo/o/117823-1559281124-0880134?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,ContinuousCare,White-label platform for small to midsize healthcare firms,"ContinuousCare is a cloud-based white-label platform designed to help small to midsize healthcare organizations deliver telemedicine services. It includes text consultations, practice management, native mobile apps for iOS & Android, a patient portal, custom website domains, remote monitoring & more",5.0,4,$7
https://ga1.imgix.net/logo/o/164967-1595213439-728661?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,NHCircle,Practice management software with telemedicine functionality,"NHCircle is a practice management software that helps healthcare institutes manage patient registrations, appointment scheduling, payment processing, and referral tracking, among other operations. Employees can track bed occupancy, book procedures, generate bills, and handle discharge processes.",5.0,2,
https://ga0.imgix.net/logo/o/102857-1456908934-90237?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,TheraNest,Web-based mental health software for practitioners,TheraNest Mental Health is a practice management and therapy notes tool that allows users to keep track of health records and manage payment processing. ,4.48,715,$39
https://ga0.imgix.net/logo/o/134103-1592199855-224948?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Cloud School,Management information system (MIS) for multi-academy trusts,"Cloud School is a management information system (MIS) designed to help multi-academy trusts manage various administrative operations including student registration, attendance tracking, online assessment, reporting, and more. ",,,
https://ga1.imgix.net/logo/o/2010987-1600680120-8799803?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Enrole,Course and student registration management software,"Enrole is a course and student registration management software designed to help businesses maintain student enrollments, clients, online payments, eCommerce processes, and more. Administrators can track enrollments and financial data to make instant data-driven decisions.",4.86,7,
https://ga0.imgix.net/logo/o/130363-1581403790-4024248?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,DaySchool,Cloud-based school administration solution,"DaySchool is a cloud-based school administration solution designed to help small and midsize private schools automate processes related to contact management, parent communication, and enrollment tracking. ",4.45,11,
https://ga1.imgix.net/logo/o/2038327-1610366067-446215?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MNprogram,Sales management software for legal and medical industries,"MNprogram is a cloud-based system designed to help businesses in legal, medical, healthcare, and other industries manage sales, customers, billing, accounting, and more. It enables supervisors to automate employee scheduling, run marketing campaigns, and store documents in a centralized repository.",5.0,1,€395
https://ga0.imgix.net/logo/o/102747-1455879479-9109604?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,PowerVista RollCall,On premise campus management and administration solution,"RollCall is a school administration software for non k-12 and primary schools which provides tools to manage staff, students, alumni and finance operations. ",4.42,12,$4000
https://ga1.imgix.net/logo/o/120467-1565279988-1241565?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MAESTRO SIS,Cloud-based school management solution,"Maestro SIS is a cloud-based school management solution, which helps small to large educational institutions manage administration, teachers, students, and more. The platform allows organizations to streamline the entire student lifecycle, from tracking leads to enrollment management.",4.64,11,
https://ga0.imgix.net/logo/o/102715-1569274101-675421?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Campus Cafe,Leading Student Management for Higher Education,"Campus Cafe is a web based campus management solution that manages admissions, registration, student services and finance management features in a single solution. ",4.89,9,
https://ga0.imgix.net/logo/o/102623-1455268068-6895165?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,STARS,Cloud based campus management solution,STARS is a cloud based campus management solution which allows schools and colleges to maintain records and operational data for students and staff. ,4.57,14,$199
https://ga1.imgix.net/logo/o/112303-1551301410-3494887?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,BigSIS,"BigSIS is a modern, highly customizable fully integrated SIS","Save time, integrate all your work. You are connected with the whole school's administration, teachers, and parents in a seamless system. ",4.47,15,
https://ga1.imgix.net/logo/o/118163-1560142463-841081?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Classter,All-in-one Student & Learning Management System,"Classter is a complete cloud-based School Management System that provides all key features required for effective administration by any shcool.  Using Classter, you can easily implement a state-of-the-art system that can offer your school several management & learning management  tools.",4.52,25,
https://ga1.imgix.net/logo/o/126219-1568356766-4708347?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Destiny One,Cloud-based student lifecycle management solution,Destiny One streamlines school administration and helps institutions manage the entire non-traditional student lifecycle. ,3.91,34,
https://ga1.imgix.net/logo/o/120703-1565270871-4176912?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,PikMyKid,School safety platform for dismissal automation,"PikMyKid is a cloud-based school safety solution which supports dismissal automation, emergency preparedness, traffic and liability mitigation with features such as daily dismissal plans, car line management, school bus tracking, parent messaging, emergency notifications, and more.",4.62,107,
https://ga0.imgix.net/logo/o/106807-1490092510-8185315?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Blue,Automated feedback collection for development-based programs,"Blue is cloud-based experience management software designed to automate central surveys, course evaluation, and 360 degree feedback review initiatives through integrations with HRIS, CRM, student information system (SIS), learning management system (LMS), and single sign-on (SSO) solutions.",4.7,30,$7500
https://ga1.imgix.net/logo/o/102725-1455799804-2900817?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Administrator's Plus,Cloud based student information management software,"Integrated, cloud-based SIS for PK-12 schools around the world. ",4.13,62,
https://ga0.imgix.net/logo/o/102719-1455792306-5682733?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,PraxiSchool,Cloud-based school management software,PraxiSchool is a cloud-based school management software that allows schools to manage visual classrooms and student portals. ,4.61,33,
https://ga1.imgix.net/logo/o/111035-1590682377-0468092?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Sawyer,Class management software for kids activity providers,"Sawyer Tools is powerful school management software built by and for children's educators. Our elegant, all-in-one interface includes custom class management, online registration, payment processing, & instant communication with parents. Scheduling is made easy for students and staff!",4.51,177,
https://ga1.imgix.net/logo/o/102833-1566316289-956831?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Sandbox Software,All-in-One Child Care Management Software,"Preschool management software with an elegant, easy-to-use interface to help you to manage your center and engage with parents. ",4.87,101,$59
https://ga1.imgix.net/logo/o/103127-1523396357-692693?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Alma,Empower progress. Spark potential.,https://www.getalma.com/demo-request-form/?utm_source=capterra&utm_campaign=getapp-sm. ,4.31,254,
https://ga0.imgix.net/logo/o/107657-1595953556-8227167?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Procare Online,Child care software for centers and after school programs.,"Procare Online is an all-in-one child care management solution for child care centers, daycares, preschools & after school programs. Features include contactless check-in/out, parent communication, registration, attendance tracking, online billing, activity tracking and staff timeclock.",4.61,165,
https://ga0.imgix.net/logo/o/104281-1556046474-0452738?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Gradelink,Cloud-based school administration software,"Gradelink is an easy-to-use SIS to help your school save time, improve enrollment and fulfill its mission. ",4.75,470,$97
https://ga0.imgix.net/logo/o/131967-1608528086-7287993?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Illumine,Child care management software & parent communication app,"Illumine is a digital administration and virtual learning platform for early years education providers. Features include operations management, enrollment, scheduling, parent-teacher communication, billing, real-time updates, digital marketing, invoicing, inquiries, bus tracking, and more.",4.44,52,$0.50
https://ga1.imgix.net/logo/o/106263-1549572397-9369807?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,LifeCubby,Child care management & parent engagement platform,"LifeCubby is a child care management & parent engagement platform with which child care centers can manage documentation, communication & assessment services. ",4.24,2685,$30
https://ga1.imgix.net/logo/o/9579-1413381035-446469?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Sycamore School,Education productivity & management platform,"Sycamore Schools is a complete cloud-based school management system that integrates fully with G Suite for Education. The platform includes tools for managing school administration, communications, classrooms, finances, districts and diocese, admissions, enrollment, scheduling, and more.",4.52,52,$1.30
https://ga0.imgix.net/logo/o/113333-1528878586-34799?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Argos Reporting Software,Enterprise-level reporting tools for colleges & universities,"Argos from Evisions is a cloud-based enterprise reporting tool developed by higher education experts, that enables college and university administrators to leverage departmental and institutional data in delivering real time insights visualized within chart-rich reports and interactive dashboards",4.5,68,
https://ga1.imgix.net/logo/o/104969-1472645705-2224174?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,brightwheel,"Childcare Center, Daycare, and Preschool Management Software","Room ratios, student monitoring, incident reports, messages + reminders + alerts, learning assessments, observation documentation, phone support, free trainings. ",4.65,2685,
https://ga1.imgix.net/logo/o/118423-1560429292-9047198?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,SmartClass,Classroom and information management for schools,"SmartClass is a cloud-based school information and management system for K-12 institutions and other educational establishments. The platform offers a range of integrated modules for enrollment, skills assessment, scheduling, document management, email tracking, workflow management, and more.",4.89,9,$0.99
https://ga1.imgix.net/logo/o/2039427-1613034773-1206698?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Beehively,School administration system for educational institutions,"Beehively is a school administration system designed to help educational institutions manage distance learning processes, record students' grades, streamline communication across targeted groups, and more. Teachers can use grade books to create customizable reports.",4.56,18,$2500
https://ga1.imgix.net/logo/o/102811-1518617789-1784885?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Jackrabbit Care,Web based child care management software,"Jackrabbit Care is a web based solution for child care centers that helps in enrollment of children, schedule events, track attendance and manage billing. ",4.24,33,$23
https://ga0.imgix.net/logo/o/113801-1535984307-9134977?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Vision Student Information System,School administration & student information system,"Vision Student Information System is a cloud-based SIS for charter, public, and private schools management. ",4.78,18,
https://ga1.imgix.net/logo/o/91714-2950383734.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MySchool,Web Based School Management System for K12 schools.,"Fully featured, web based, K12 school administration system with over 500,000 users of our system composed of academic & administrative staff, students & parents. ",4.57,23,$12
https://ga1.imgix.net/logo/o/117483-1558504150-3800275?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Teach 'n Go,Cloud-based student management system for schools,"Teach 'n Go is a cloud-based student management solution designed to help educational institutions of all sizes manage scheduling, attendance, billing and payments, student profiles and history. The platform also allows teachers to communicate with students via group emails and text messages.",4.75,20,€19
https://ga1.imgix.net/logo/o/115787-1552304574-1092825?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Shape,"Cloud-based CRM, sales & marketing automation software","Shape is a cloud-based CRM, sales, & marketing automation software for businesses in industries such as legal, real estate, mortgage, finance, & education. Shape offers tools to manage & automate online marketing & promotions, capture and service leads from online sources, & more",4.95,19,$79
https://ga0.imgix.net/logo/o/108853-1501148714-497662?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,SchoolMint,"Registration, enrollment & administration for K-12 schools",SchoolMint is a student enrollment solution for K-12 schools & districts and charter & independent schools to streamline their choice and applications processes. ,4.67,27,
https://ga0.imgix.net/logo/o/117708-1559060036-0412319?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MySchoolWorx,School management app for private K-12 school staff/students,"MySchoolWorx is a school management app for private K-12 school staff and students which supports all the tools needed to manage classroom activities, student information & parent communications, including online enrollment, lesson plans, grades & assignments, plus custom reporting, & more",4.81,26,
https://ga1.imgix.net/logo/o/113225-1527108712-099017?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Kiddom,All-in-one Education Platform for K-12 Schools & Districts,"The Kiddom education platform places everything schools and districts need for teaching and learning in one place. We help educators bridge the gap between curriculum, instruction, and assessments, creating a centralized hub that eliminates disparate tools, saves teachers time, and schools money.",3.6,123,
https://ga1.imgix.net/logo/o/111653-1597259487-649871?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,iGradePlus,Online gradebook & school management system,"iGradePlus is an online gradebook, school & student management solution for teachers, college professors, administrators, & other educational professionals. ",4.75,240,$4
https://ga0.imgix.net/logo/o/2037847-1608695164-03646?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MyClassCampus,School administration software for educational institutions,Managing a school digitally became one of the most important aspects in education today. Quality of management defines productivity of all the stakeholders. MyClassCampus is an all-in-one school management solution designed with cloud and Mobile first approach to meet the needs of the time.,4.79,34,$2
https://ga1.imgix.net/logo/o/1996003-1599118420-0414228?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,One to One Plus,Asset and help desk management software for K-12 schools,"One to One Plus is a cloud-based asset management software that helps schools record and track inventory and manage help desk processes. Features include data import/export, auditing, notifications, user profile creation, automated workflows, and compliance management.",4.79,28,
https://ga0.imgix.net/logo/o/2034907-1603280124-080672?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MilGrasp,Future Education Institute Management System,"MilGrasp is a cloud-based school management system designed to help educational institutions handle online classrooms, assessments, timetables, staff members, meeting schedules, and more on a centralized platform. Administrators can gain insights into students' performance.",,,
https://ga0.imgix.net/logo/o/105923-1484754905-7567236?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MyStudentsProgress.com,All-in-one school administration for K-12 private schools,MSP is a K-12 private school management solution providing. ,4.49,159,$20
https://ga1.imgix.net/logo/o/2036139-1605866240-4807942?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,DreamClass,Class management for educational organizations,"DreamClass is a cloud-based class management system for educational organizations including K12 schools, colleges, sports academies, music schools, and dance studios. The platform offers tools for managing programs, students, admissions, teachers, attendance, grading, assessments, and more.",,,$29
https://ga0.imgix.net/logo/o/9443-1546637948-2571323?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,ASAP,Registration and management software,"ASAP is full-featured and affordable software for online registration and management, popular with schools, universities, communities, and more. Choose your own set of features, reporting tools and level of customization with no long-term contracts. Trust the company that has been in the industry for 30 years.",3.58,31,$1
https://ga1.imgix.net/logo/o/107225-1494338589-2507226?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MyClassboard,SaaS-based school management & administration software,"MyClassboard is a SaaS-based school management software solution featuring modules spanning administration, fee collection, messaging, academic grading and more. ",5.0,2,$3000
https://ga1.imgix.net/logo/o/111407-1513612290-9925992?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Pappaya,ERP solution for schools,"Pappaya is a campus management & enterprise resource planning (ERP) system for schools with accounting, attendance & timetable management, VR classrooms & more. ",5.0,6,£199
https://ga0.imgix.net/logo/o/110737-1509984907-6895742?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Digitacampus,Campus management solution for educational institutions,DigitaCampus is a Microsoft Azure cloud-based campus management solution for schools and colleges around the globe. ,5.0,2,
https://ga1.imgix.net/logo/o/132531-1588740958-6896865?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,AEC Academia,Learning center management system for educational institutes,"AEC Academia is a cloud-based learning center management software designed to help educational institutes manage faculty, students, and courses. Features include class scheduling, grants administration, scholarship and payroll management, data import/export, and financial reporting.",4.56,9,$97
https://ga1.imgix.net/logo/o/102805-1456476665-6572893?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Kindertales,Let us get you back to what you love about Childcare,Kindertales is a cloud-based childcare management software that optimizes your center's operations so you can spend more time with children in care. ,4.25,4,
https://ga1.imgix.net/logo/o/109595-1504606960-2546592?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,SimplyAfterschool,Online registration software for afterschool classes & camps,"SimplyAfterschool is an online registration software designed for afterschool classes, clubs, & summer camps, with parent communication, fee collection, & more. ",4.2,5,
https://ga0.imgix.net/logo/o/102751-1455881403-519545?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,SchoolBrains,Web based student information system,"SchoolBrains is a student information system for k-12 schools which provides tools to manage student information, set academic goals and track school activities. ",3.45,11,
https://ga0.imgix.net/logo/o/109085-1502202739-8113918?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,ZeroERP,Multi-lingual school management software,"ZeroERP is a cloud-based school management system tool with core ERP (enterprise resource planning) functionality. Be it a student attendance tracking, staff management, fees recording, or communication with parents, ZeroERP can aid educational institutions with all of their key tasks.",5.0,3,
https://ga1.imgix.net/logo/o/128299-1574793554-9295855?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,STEAMS ONLINE,Cloud-based booking & scheduling software for education,"STEAMS ONLINE is a cloud-based booking & scheduling system for educational institutions, that offers ongoing training and certificate programs. Features include registration and attendance, class management, instructor and employee management, online payments, and marketing tools.",5.0,3,$29
https://ga0.imgix.net/logo/o/2031711-1601452941-6228874?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,Clever,Single sign-on (SSO) software for K-12 schools,"Clever is a school management software that helps students, parents and educators handle operations related to communication, resource management, student engagement, and more. It lets teachers troubleshoot issues during online sessions, upload learning resources and access external HR applications.",5.0,3,$12
https://ga0.imgix.net/logo/o/102753-1455886440-321266?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,EMPOWER SIS,Web based student information system,"EMPOWER is a student information system which offers recruiting, admissions, billing, reporting and alumni development features for academic management. ",3.89,9,
https://ga1.imgix.net/logo/o/106957-1491387006-4605656?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,PowerSchool Registration,Web-based school admission & registration management tool,"PowerSchool Registration is a customizable web-based platform that helps schools of all types & sizes to manage admissions, choices, enrollment & registration. ",3.93,15,
https://ga1.imgix.net/logo/o/116455-1554970751-5337126?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format&w=80&h=80,MSB Docs,Document management and eSignature solution,"MSB Docs is a paperless document management and electronic signature capture solution for businesses of all sizes. It allows users to customize complex workflow needs and automate manual processes while adhering to global compliance with a legally admissible, cloud-based eSigning solution.",4.92,13,$25
